event_time,event_type,wallet_value,cash,locked_stake
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,1092.1507459877973,583.635080099175
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,1031.7685281871627,644.0172978998096
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,1015.6552029363264,660.1306231506459
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,988.6544957592494,687.1313303277229
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,968.7046644963092,707.0811615906631
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,934.7668644104771,741.0189616764952
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,885.4790459961544,790.3067800908179
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,831.6887366271206,844.0970894598516
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,777.0435466460237,898.7422794409486
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,740.5025778216121,935.2832482653602
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,705.3862081716418,970.3996179153305
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,668.8452393472302,1006.9405867397422
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,610.5413565888241,1065.2444694981484
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,555.8961666077272,1119.8896594792452
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,475.56830987904095,1200.2175162079316
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,404.2375657052427,1271.5482603817297
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,327.6795175863625,1348.1063085006099
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,312.46204066303756,1363.3237854239349
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,286.1834958055093,1389.602330281463
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,249.90643691049542,1425.879389176477
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,233.79311165965913,1441.9927144273133
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,187.61166835548283,1488.1741577314895
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,162.54649574307086,1513.2393303439017
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,145.2044855602536,1530.5813405267188
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,89.85668947203877,1585.9291366149337
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,53.315720647627124,1622.4701054393454
2026-04-03 21:00:00+00:00,entry,1675.7858260869723,27.037175790098914,1648.7486502968734
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,10.92385053926263,1664.8619755477098
2026-04-03 21:00:00+00:00,entry,1675.7858260869725,0.0,1675.7858260869725
2026-04-03 22:30:39+00:00,resolution,1625.5808738344251,0.0,1625.5808738344251
2026-04-03 22:35:37+00:00,resolution,1647.8149667534665,41.95111871517251,1605.863848038294
2026-04-03 22:39:17+00:00,resolution,1664.6283827174284,69.74188890353932,1594.886493813889
2026-04-04 04:22:17+00:00,resolution,1678.2158353613768,250.90792415618495,1427.3079112051919
2026-04-04 04:26:27+00:00,resolution,1691.8032880053252,432.07395940883055,1259.7293285964947
2026-04-04 05:26:03+00:00,resolution,1713.5790360279243,621.4282900401269,1092.1507459877973
