status,config.snapshots_csv,config.output_dir,config.category,config.horizon_min,config.train_ratio,config.starting_bankroll,config.entry_threshold,config.kelly_fraction,config.max_bet_fraction,config.fixed_stake_usd,config.min_price,config.max_price,coverage.rows_total,coverage.rows_after_category,coverage.rows_after_horizon,coverage.rows_after_required_fields,coverage.rows_after_numeric_cast,coverage.rows_after_price_band,coverage.rows_final,coverage.unique_markets_final,coverage.rows_train,coverage.rows_test,results.strategy.trades,results.strategy.hit_rate,results.strategy.avg_edge,results.strategy.total_pnl,results.strategy.final_wallet,results.strategy.total_return,results.strategy.max_drawdown,results.baseline_no_trade.final_wallet,results.baseline_no_trade.total_return,results.baseline_fixed_stake.trades,results.baseline_fixed_stake.final_wallet,results.baseline_fixed_stake.total_return,results.baseline_raw_market_prob_strategy.trades,results.baseline_raw_market_prob_strategy.note,results.prediction_quality_test.calibrated.mae,results.prediction_quality_test.calibrated.brier,results.prediction_quality_test.raw_market_prob.mae,results.prediction_quality_test.raw_market_prob.brier
ok,output\market_snapshots.csv,output\strategy,Sports,120,0.7,1000.0,0.02,0.25,0.1,25.0,0.01,0.99,810000,242001,8963,1565,1565,1270,1270,1270,457,813,232,0.4870689655172414,0.00887734631402473,1344.637013098611,2344.637013098611,1.3446370130986112,-0.5393668813612749,1000.0,0.0,384,2778.5868962267778,1.778586896226778,0,Same edge-threshold rule using raw market probability as model probability.,0.44601125498814653,0.2270734783990555,0.4438321033210332,0.22666298985239852
