market_id,entry_time,end_time,closed_time,resolution_time,side,stake,settle_value,pnl,market_price,model_prob,edge,kelly_raw,bet_fraction,sizing_method,cash_before_entry,wallet_before_entry,outcome_yes,cash_after_resolution,roi_on_stake
1492109,2026-03-29 21:00:00+00:00,2026-03-29 23:00:00+00:00,2026-04-01 00:48:07+00:00,2026-04-01 00:48:07+00:00,NO,100.0,106.951871657754,6.951871657753998,0.065,0.0,-0.065,1.0,0.1,fractional_kelly,136.70805598767515,999.9999999999999,0,106.951871657754,0.06951871657753998
1492111,2026-03-29 21:00:00+00:00,2026-03-29 23:00:00+00:00,2026-04-01 00:50:05+00:00,2026-04-01 00:50:05+00:00,YES,36.70805598767515,0.0,-36.70805598767515,0.85,1.0,0.15000000000000002,1.0,0.1,fractional_kelly,36.70805598767515,999.9999999999999,0,106.951871657754,-1.0
1786258,2026-03-30 21:00:00+00:00,2026-03-30 23:00:00+00:00,2026-03-31 04:15:41+00:00,2026-03-31 04:15:41+00:00,YES,20.405784619372955,72.87780221204626,52.47201759267331,0.28,0.3448275862068966,0.06482758620689655,0.09003831417624521,0.022509578544061302,fractional_kelly,279.4744203109883,906.5378358563986,1,502.23626054511465,2.571428571428571
1704242,2026-03-30 21:00:00+00:00,2026-03-30 23:00:00+00:00,2026-03-31 04:37:57+00:00,2026-03-31 04:37:57+00:00,YES,90.65378358563987,104.80206194871661,14.148278363076741,0.865,1.0,0.135,1.0,0.1,fractional_kelly,259.0686356916153,906.5378358563986,1,607.0383224938313,0.1560693641618497
1785170,2026-03-30 21:00:00+00:00,2026-03-30 23:00:00+00:00,2026-03-31 04:56:45+00:00,2026-03-31 04:56:45+00:00,NO,12.379193136694536,0.0,-12.379193136694536,0.56,0.5294117647058824,-0.030588235294117694,0.054621848739495875,0.013655462184873969,fractional_kelly,168.41485210597546,906.5378358563986,1,607.0383224938313,-1.0
1704245,2026-03-30 21:00:00+00:00,2026-03-30 23:00:00+00:00,2026-03-31 04:56:49+00:00,2026-03-31 04:56:49+00:00,NO,90.65378358563987,95.92992972025384,5.276146134613967,0.055,0.0,-0.055,1.0,0.1,fractional_kelly,156.03565896928092,906.5378358563986,0,702.9682522140852,0.05820105820105827
1785167,2026-03-30 21:00:00+00:00,2026-03-30 23:00:00+00:00,2026-03-31 04:58:45+00:00,2026-03-31 04:58:45+00:00,NO,10.792117093528564,22.720246512691713,11.928129419163149,0.525,0.5,-0.025000000000000022,0.04761904761904766,0.011904761904761915,fractional_kelly,65.38187538364105,906.5378358563986,0,725.6884987267769,1.1052631578947367
1704247,2026-03-30 21:00:00+00:00,2026-03-30 23:00:00+00:00,2026-03-31 05:02:01+00:00,2026-03-31 05:02:01+00:00,NO,15.660741346248193,0.0,-15.660741346248193,0.735,0.6842105263157895,-0.050789473684210495,0.06910132474042244,0.01727533118510561,fractional_kelly,54.589758290112485,906.5378358563986,1,725.6884987267769,-1.0
1704249,2026-03-30 21:00:00+00:00,2026-03-30 23:00:00+00:00,2026-03-31 05:23:37+00:00,2026-03-31 05:23:37+00:00,YES,38.92901694386429,42.5453737091413,3.616356765277011,0.915,1.0,0.08499999999999996,1.0,0.1,fractional_kelly,38.92901694386429,906.5378358563986,1,794.2135385002703,0.092896174863388
1809107,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-03-31 23:57:41+00:00,2026-03-31 23:57:41+00:00,NO,30.48217640156444,0.0,-30.48217640156444,0.775,0.6842105263157895,-0.09078947368421053,0.1171477079796265,0.029286926994906624,fractional_kelly,904.1036483903802,1040.8117043780553,1,0.0,-1.0
1499154,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 04:25:57+00:00,2026-04-01 04:25:57+00:00,YES,10.770927223955914,0.0,-10.770927223955914,0.235,0.26666666666666666,0.031666666666666676,0.041394335511982586,0.010348583877995646,fractional_kelly,873.6214719888158,1040.8117043780553,0,106.951871657754,-1.0
1716625,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 04:43:23+00:00,2026-04-01 04:43:23+00:00,YES,22.531272738180384,0.0,-22.531272738180384,0.405,0.45652173913043476,0.05152173913043473,0.08659115820241131,0.021647789550602828,fractional_kelly,862.8505447648598,1040.8117043780553,0,106.951871657754,-1.0
1499155,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 06:11:11+00:00,2026-04-01 06:11:11+00:00,YES,7.333221435122343,0.0,-7.333221435122343,0.265,0.2857142857142857,0.020714285714285685,0.02818270165208937,0.007045675413022342,fractional_kelly,840.3192720266794,1040.8117043780553,0,106.951871657754,-1.0
1499946,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 06:20:15+00:00,2026-04-01 06:20:15+00:00,YES,25.23707309946791,59.38134846933626,34.14427536986835,0.425,0.4807692307692308,0.05576923076923079,0.09698996655518399,0.024247491638795998,fractional_kelly,832.986050591557,1040.8117043780553,1,166.33322012709027,1.3529411764705883
1499943,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 06:20:21+00:00,2026-04-01 06:20:21+00:00,NO,20.62989951132972,0.0,-20.62989951132972,0.575,0.5294117647058824,-0.045588235294117596,0.07928388746803061,0.019820971867007653,fractional_kelly,807.7489774920891,1040.8117043780553,1,166.33322012709027,-1.0
1499948,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 06:51:33+00:00,2026-04-01 06:51:33+00:00,YES,33.93951209928441,0.0,-33.93951209928441,0.375,0.45652173913043476,0.08152173913043476,0.13043478260869562,0.032608695652173905,fractional_kelly,787.1190779807594,1040.8117043780553,0,166.33322012709027,-1.0
1716628,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 07:45:13+00:00,2026-04-01 07:45:13+00:00,YES,47.54934151253128,141.9383328732277,94.38899136069642,0.335,0.45652173913043476,0.12152173913043474,0.1827394573389996,0.0456848643347499,fractional_kelly,753.1795658814749,1040.8117043780553,1,308.27155300031797,1.9850746268656718
1800302,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 08:51:19+00:00,2026-04-01 08:51:19+00:00,YES,21.07838543583877,48.45605847319257,27.3776730373538,0.435,0.4807692307692308,0.045769230769230784,0.08100748808713414,0.020251872021783534,fractional_kelly,705.6302243689436,1040.811704378055,1,356.72761147351054,1.2988505747126435
1798778,2026-03-31 21:00:00+00:00,2026-03-31 23:00:00+00:00,2026-04-01 08:51:21+00:00,2026-04-01 08:51:21+00:00,YES,12.30317293460298,27.039940515610944,14.736767581007964,0.455,0.4807692307692308,0.025769230769230766,0.04728299223712068,0.01182074805928017,fractional_kelly,684.5518389331048,1040.811704378055,1,383.7675519891215,1.1978021978021978
