category,horizon_min,prob_bin,n,predicted_mean,observed_yes_rate,volume_mean
Uncategorized,480,"[0.6,0.7)",11,0.6486363636363636,0.5454545454545454,138050.56965027266
Uncategorized,480,"[0.7,0.8)",9,0.7238888888888888,0.5555555555555556,598299.6154496688
Uncategorized,480,"[0.8,0.9)",3,0.8208333333333333,1.0,147664.5927206667
Uncategorized,480,"[0.9,1.0]",29,0.9930862068965518,1.0,217210.84172341376
World,480,"[0.0,0.1)",21,0.009,0.047619047619047616,7342476.683006267
World,480,"[0.1,0.2)",2,0.13275,0.0,998317.1940015033
World,480,"[0.3,0.4)",1,0.35,0.0,92225.488424
World,480,"[0.4,0.5)",2,0.425,1.0,351483.0366695004
World,480,"[0.5,0.6)",1,0.54,0.0,178312.6496809999
Crypto,540,"[0.0,0.1)",207,0.011410628019323672,0.0,790410.8248257815
Crypto,540,"[0.1,0.2)",18,0.14933333333333335,0.1111111111111111,272124.68413927767
Crypto,540,"[0.2,0.3)",11,0.2427272727272727,0.2727272727272727,218214.75845845454
Crypto,540,"[0.3,0.4)",13,0.35423076923076924,0.3076923076923077,277677.4319387693
Crypto,540,"[0.4,0.5)",37,0.4821621621621622,0.5675675675675675,239132.12543845942
Crypto,540,"[0.5,0.6)",1815,0.5038330578512397,0.5035812672176309,140909.4965234985
Crypto,540,"[0.6,0.7)",8,0.645,1.0,343799.5042192498
Crypto,540,"[0.7,0.8)",7,0.7580714285714285,0.7142857142857143,373164.1890682856
Crypto,540,"[0.8,0.9)",6,0.8425833333333334,0.6666666666666666,478119.2021888338
Crypto,540,"[0.9,1.0]",62,0.9844112903225807,1.0,606764.1834848716
Culture,540,"[0.0,0.1)",134,0.009630597014925373,0.0,517419.8608789097
Culture,540,"[0.1,0.2)",8,0.162375,0.25,808539.8612930005
Culture,540,"[0.2,0.3)",4,0.242625,0.25,1479477.4129109946
Culture,540,"[0.3,0.4)",4,0.355,0.75,560507.5320685002
Culture,540,"[0.4,0.5)",5,0.4713,0.8,666164.5295599988
Culture,540,"[0.5,0.6)",4,0.5555,0.5,1409284.6337084975
Culture,540,"[0.6,0.7)",2,0.64475,0.5,491976.4184550002
Culture,540,"[0.9,1.0]",7,0.9858571428571429,1.0,171327.30971414276
Economy,540,"[0.0,0.1)",66,0.003265151515151515,0.0,4396786.013394473
Economy,540,"[0.2,0.3)",1,0.275,1.0,372727.52406800026
Economy,540,"[0.3,0.4)",4,0.365,0.75,294098.06850149995
Economy,540,"[0.4,0.5)",2,0.495,0.0,208178.05914500006
Economy,540,"[0.5,0.6)",9,0.5444444444444445,0.4444444444444444,228199.4969177778
Economy,540,"[0.9,1.0]",7,0.9901428571428571,1.0,685809.1548461441
Politics,540,"[0.0,0.1)",119,0.008928571428571428,0.008403361344537815,2171346.3551823194
Politics,540,"[0.1,0.2)",10,0.1399,0.1,1373475.6070954897
Politics,540,"[0.2,0.3)",6,0.24475000000000002,0.3333333333333333,820564.2873000001
Politics,540,"[0.3,0.4)",2,0.37675000000000003,0.0,4620682.702247498
Politics,540,"[0.4,0.5)",1,0.405,1.0,134424.53242699997
Politics,540,"[0.5,0.6)",2,0.5725,1.0,1176966.7380255049
Politics,540,"[0.6,0.7)",1,0.655,1.0,137119.05110599997
Politics,540,"[0.7,0.8)",3,0.7331666666666666,1.0,392478.10405166633
Politics,540,"[0.8,0.9)",2,0.8594999999999999,0.5,6295660.171468501
Politics,540,"[0.9,1.0]",12,0.9837083333333334,1.0,2303194.869153674
Science,540,"[0.0,0.1)",1,0.0075,0.0,182372.520717
Science,540,"[0.1,0.2)",1,0.173,0.0,220988.61608399983
Sports,540,"[0.0,0.1)",175,0.011642857142857144,0.005714285714285714,456830.0595581829
Sports,540,"[0.1,0.2)",61,0.15247540983606558,0.22950819672131148,840667.9908316194
Sports,540,"[0.2,0.3)",100,0.25365,0.32,783143.6118729701
Sports,540,"[0.3,0.4)",146,0.3493253424657534,0.3904109589041096,836153.0941306981
Sports,540,"[0.4,0.5)",272,0.4587867647058823,0.49264705882352944,771818.2458983419
Sports,540,"[0.5,0.6)",271,0.5330258302583025,0.5239852398523985,615875.6563058923
Sports,540,"[0.6,0.7)",115,0.6410434782608696,0.6,649993.7069183391
Sports,540,"[0.7,0.8)",64,0.747890625,0.640625,855483.7055350778
Sports,540,"[0.8,0.9)",36,0.8469444444444444,0.8055555555555556,732655.1068106119
Sports,540,"[0.9,1.0]",138,0.9916884057971015,1.0,406141.07289556536
Technology,540,"[0.0,0.1)",60,0.011475,0.03333333333333333,396090.13638503425
Technology,540,"[0.1,0.2)",8,0.14200000000000002,0.375,152795.36999537505
Technology,540,"[0.2,0.3)",14,0.24692857142857141,0.5,204158.41145692856
Technology,540,"[0.3,0.4)",5,0.347,0.4,139731.92804560004
Technology,540,"[0.4,0.5)",3,0.4083333333333334,0.3333333333333333,112082.00567466668
Technology,540,"[0.5,0.6)",1,0.545,1.0,92285.25658599992
Technology,540,"[0.7,0.8)",1,0.755,1.0,177944.47075699986
Technology,540,"[0.8,0.9)",1,0.83,1.0,427649.701409
Technology,540,"[0.9,1.0]",4,0.9705,1.0,547942.1139507496
Uncategorized,540,"[0.0,0.1)",93,0.008446236559139784,0.010752688172043012,248753.72831815065
Uncategorized,540,"[0.1,0.2)",12,0.1585,0.3333333333333333,158122.7879214167
Uncategorized,540,"[0.2,0.3)",24,0.2516041666666667,0.375,126559.70271512501
Uncategorized,540,"[0.3,0.4)",16,0.35875,0.125,243824.12190631247
Uncategorized,540,"[0.4,0.5)",32,0.467265625,0.40625,146533.4322270624
Uncategorized,540,"[0.5,0.6)",433,0.505161662817552,0.47575057736720555,133731.88097496526
Uncategorized,540,"[0.6,0.7)",12,0.63875,0.5833333333333334,188660.21405083334
Uncategorized,540,"[0.7,0.8)",8,0.725,0.625,661188.3177363775
Uncategorized,540,"[0.8,0.9)",4,0.838,1.0,146554.38413250004
Uncategorized,540,"[0.9,1.0]",28,0.9958750000000001,1.0,219853.23755753567
World,540,"[0.0,0.1)",21,0.012952380952380953,0.047619047619047616,7342476.683006267
World,540,"[0.1,0.2)",2,0.1325,0.0,998317.1940015033
World,540,"[0.3,0.4)",1,0.375,0.0,92225.488424
World,540,"[0.4,0.5)",2,0.4325,1.0,351483.0366695004
World,540,"[0.5,0.6)",1,0.57,0.0,178312.6496809999
Crypto,600,"[0.0,0.1)",205,0.011836585365853658,0.0,790852.4768842673
Crypto,600,"[0.1,0.2)",18,0.14455555555555555,0.2222222222222222,302596.4805210555
Crypto,600,"[0.2,0.3)",13,0.24334615384615385,0.15384615384615385,280393.0304854615
Crypto,600,"[0.3,0.4)",16,0.3546875,0.4375,167253.80196331246
Crypto,600,"[0.4,0.5)",43,0.4875581395348837,0.4883720930232558,222179.25401534876
Crypto,600,"[0.5,0.6)",1671,0.5041621783363256,0.5062836624775583,140959.2875814134
Crypto,600,"[0.6,0.7)",9,0.6551111111111111,0.7777777777777778,368630.7896200001
Crypto,600,"[0.7,0.8)",2,0.7675000000000001,1.0,491067.2021299994
Crypto,600,"[0.8,0.9)",9,0.8473888888888889,0.6666666666666666,417447.3231548891
Crypto,600,"[0.9,1.0]",63,0.9826666666666667,1.0,605394.7590050007
Culture,600,"[0.0,0.1)",131,0.009278625954198474,0.0,509659.34288303746
Culture,600,"[0.1,0.2)",8,0.162375,0.125,961335.6230684997
Culture,600,"[0.2,0.3)",8,0.23525000000000001,0.375,1095214.1273019975
Culture,600,"[0.3,0.4)",1,0.3695,1.0,338656.90417600074
Culture,600,"[0.4,0.5)",6,0.45249999999999996,0.6666666666666666,766117.6190086642
Culture,600,"[0.5,0.6)",4,0.534,0.75,1161936.3105442496
Culture,600,"[0.6,0.7)",2,0.61425,0.5,491976.4184550002
Culture,600,"[0.7,0.8)",1,0.755,1.0,120575.43737700008
Culture,600,"[0.9,1.0]",6,0.9839166666666667,1.0,179785.95510366655
Economy,600,"[0.0,0.1)",66,0.0032575757575757577,0.0,4396786.013394473
Economy,600,"[0.2,0.3)",2,0.2825,0.5,291911.73869299993
Economy,600,"[0.3,0.4)",2,0.36250000000000004,1.0,339111.9295455001
Economy,600,"[0.4,0.5)",4,0.46,0.5,222692.33351849997
Economy,600,"[0.5,0.6)",8,0.5331250000000001,0.375,233306.83975912503
Economy,600,"[0.9,1.0]",7,0.9905,1.0,685809.1548461441
Politics,600,"[0.0,0.1)",120,0.009616666666666666,0.008333333333333333,2220652.130035158
Politics,600,"[0.1,0.2)",9,0.14422222222222222,0.1111111111111111,627412.9703813327
Politics,600,"[0.2,0.3)",7,0.2515,0.2857142857142857,1662145.338126714
Politics,600,"[0.4,0.5)",2,0.4075,0.5,1332079.1469174984
Politics,600,"[0.5,0.6)",2,0.575,1.0,1176966.7380255049
Politics,600,"[0.6,0.7)",2,0.6775,1.0,195369.66426199971
Politics,600,"[0.7,0.8)",2,0.76475,1.0,8529459.607212532
Politics,600,"[0.8,0.9)",2,0.865,0.5,6409405.834842501
Politics,600,"[0.9,1.0]",12,0.98425,1.0,939645.1602840024
Science,600,"[0.0,0.1)",1,0.0075,0.0,182372.520717
Science,600,"[0.2,0.3)",1,0.2985,0.0,220988.61608399983
Sports,600,"[0.0,0.1)",174,0.011454022988505747,0.005747126436781609,456826.73569533916
Sports,600,"[0.1,0.2)",61,0.15271311475409835,0.22950819672131148,828367.2702683406
Sports,600,"[0.2,0.3)",99,0.25323232323232325,0.31313131313131315,797596.817308172
Sports,600,"[0.3,0.4)",144,0.3492777777777778,0.3819444444444444,831652.1269550204
Sports,600,"[0.4,0.5)",268,0.45893656716417913,0.48507462686567165,765488.9023993023
Sports,600,"[0.5,0.6)",271,0.5335055350553506,0.5350553505535055,627411.1210084568
Sports,600,"[0.6,0.7)",105,0.6417619047619048,0.5904761904761905,686240.1654754571
Sports,600,"[0.7,0.8)",67,0.7471641791044776,0.6567164179104478,831799.0408294327
Sports,600,"[0.8,0.9)",35,0.8491428571428571,0.8285714285714286,798464.4064449724
Sports,600,"[0.9,1.0]",137,0.9921021897810219,1.0,391291.94673756947
Technology,600,"[0.0,0.1)",59,0.009822033898305086,0.03389830508474576,400898.05867837387
Technology,600,"[0.1,0.2)",13,0.15399999999999997,0.3076923076923077,143359.06539907694
Technology,600,"[0.2,0.3)",8,0.238125,0.625,265245.81257375
Technology,600,"[0.3,0.4)",9,0.35055555555555556,0.4444444444444444,126535.98319088893
Technology,600,"[0.4,0.5)",1,0.415,0.0,103450.899194
Technology,600,"[0.5,0.6)",1,0.51,1.0,92285.25658599992
Technology,600,"[0.7,0.8)",1,0.77,1.0,177944.47075699986
Technology,600,"[0.8,0.9)",1,0.83,1.0,427649.701409
Technology,600,"[0.9,1.0]",4,0.971125,1.0,547942.1139507496
Uncategorized,600,"[0.0,0.1)",92,0.008380434782608696,0.021739130434782608,249996.75686748925
Uncategorized,600,"[0.1,0.2)",12,0.156,0.3333333333333333,126385.06967108337
Uncategorized,600,"[0.2,0.3)",23,0.2539782608695652,0.34782608695652173,143214.23538665217
Uncategorized,600,"[0.3,0.4)",13,0.3596153846153846,0.07692307692307693,247347.2928433077
Uncategorized,600,"[0.4,0.5)",39,0.47102564102564104,0.41025641025641024,147261.43256461527
Uncategorized,600,"[0.5,0.6)",394,0.5057893401015229,0.4847715736040609,134156.922844439
Uncategorized,600,"[0.6,0.7)",11,0.645909090909091,0.6363636363636364,138206.73230209085
Uncategorized,600,"[0.7,0.8)",10,0.7384999999999999,0.6,623163.6356553021
Uncategorized,600,"[0.8,0.9)",2,0.8465,1.0,134964.7077420001
Uncategorized,600,"[0.9,1.0]",28,0.9966428571428573,1.0,219853.23755753567
World,600,"[0.0,0.1)",21,0.01304761904761905,0.047619047619047616,7342476.683006267
World,600,"[0.1,0.2)",2,0.1405,0.0,998317.1940015033
World,600,"[0.3,0.4)",1,0.385,0.0,92225.488424
World,600,"[0.4,0.5)",2,0.4225,1.0,351483.0366695004
World,600,"[0.5,0.6)",1,0.565,0.0,178312.6496809999
Crypto,660,"[0.0,0.1)",208,0.011896634615384614,0.0,785916.6209035325
Crypto,660,"[0.1,0.2)",14,0.15253571428571427,0.21428571428571427,299356.58327185706
Crypto,660,"[0.2,0.3)",12,0.2404166666666667,0.3333333333333333,289266.98629524995
Crypto,660,"[0.3,0.4)",19,0.3420263157894737,0.2631578947368421,185980.30787484208
Crypto,660,"[0.4,0.5)",29,0.48310344827586205,0.4482758620689655,268811.9862382069
Crypto,660,"[0.5,0.6)",1561,0.5040102498398462,0.5048046124279308,140928.27249891276
Crypto,660,"[0.6,0.7)",8,0.6571250000000001,0.75,440295.02835762507
Crypto,660,"[0.7,0.8)",3,0.77,0.6666666666666666,531430.490080333
Crypto,660,"[0.8,0.9)",6,0.8257499999999999,0.6666666666666666,387170.2967813338
Crypto,660,"[0.9,1.0]",65,0.9788538461538462,1.0,597947.0174402315
Culture,660,"[0.0,0.1)",131,0.008904580152671756,0.0,510441.1597238619
Culture,660,"[0.1,0.2)",8,0.1523125,0.0,939596.7895164995
Culture,660,"[0.2,0.3)",7,0.24842857142857142,0.42857142857142855,1060817.4704559979
Culture,660,"[0.3,0.4)",3,0.3555,1.0,917160.3486213321
Culture,660,"[0.4,0.5)",5,0.44000000000000006,0.6,744055.2663717975
Culture,660,"[0.5,0.6)",4,0.556,0.75,1129708.4675434993
Culture,660,"[0.6,0.7)",3,0.625,0.6666666666666666,368176.0914290002
Culture,660,"[0.9,1.0]",6,0.9825833333333334,1.0,179785.95510366655
Economy,660,"[0.0,0.1)",66,0.003712121212121212,0.0,4396786.013394473
Economy,660,"[0.2,0.3)",1,0.285,1.0,372727.52406800026
Economy,660,"[0.3,0.4)",2,0.36,0.5,347953.7172755
Economy,660,"[0.4,0.5)",3,0.45,0.3333333333333333,175642.20189533336
Economy,660,"[0.5,0.6)",4,0.53,0.0,241647.800131
Economy,660,"[0.9,1.0]",7,0.9892142857142857,1.0,685809.1548461441
Politics,660,"[0.0,0.1)",119,0.00965546218487395,0.008403361344537815,2232645.0229801256
Politics,660,"[0.1,0.2)",11,0.1402727272727273,0.18181818181818182,1188758.9683338173
Politics,660,"[0.2,0.3)",6,0.2525833333333333,0.16666666666666666,833147.2197051669
Politics,660,"[0.3,0.4)",1,0.385,0.0,2529733.761407997
Politics,660,"[0.4,0.5)",1,0.41,1.0,134424.53242699997
Politics,660,"[0.5,0.6)",2,0.5575,1.0,223677.3974969997
Politics,660,"[0.6,0.7)",2,0.625,1.0,1148659.004790505
Politics,660,"[0.7,0.8)",1,0.728,1.0,463580.8147129996
Politics,660,"[0.8,0.9)",3,0.8095,0.6666666666666666,9804716.689799022
Politics,660,"[0.9,1.0]",12,0.9837083333333334,1.0,939645.1602840024
Science,660,"[0.0,0.1)",1,0.008,0.0,182372.520717
Science,660,"[0.2,0.3)",1,0.2645,0.0,220988.61608399983
Sports,660,"[0.0,0.1)",173,0.010997109826589595,0.005780346820809248,446636.1524140289
Sports,660,"[0.1,0.2)",62,0.15191129032258063,0.22580645161290322,850809.695640819
Sports,660,"[0.2,0.3)",101,0.2537128712871287,0.3069306930693069,791200.9974032972
Sports,660,"[0.3,0.4)",145,0.3515034482758621,0.38620689655172413,831888.0633101925
Sports,660,"[0.4,0.5)",267,0.4595131086142322,0.49063670411985016,765251.1514265019
Sports,660,"[0.5,0.6)",267,0.5350374531835206,0.5280898876404494,628050.026235576
Sports,660,"[0.6,0.7)",93,0.6404301075268818,0.5913978494623656,717296.0229977418
Sports,660,"[0.7,0.8)",66,0.7421969696969697,0.6818181818181818,859874.1324857877
Sports,660,"[0.8,0.9)",35,0.845,0.8285714285714286,732668.7438646294
Sports,660,"[0.9,1.0]",138,0.9915797101449275,1.0,406141.07289556536
Technology,660,"[0.0,0.1)",60,0.013641666666666667,0.03333333333333333,396090.13638503425
Technology,660,"[0.1,0.2)",9,0.15155555555555555,0.2222222222222222,133383.56322622224
Technology,660,"[0.2,0.3)",10,0.23049999999999998,0.6,128578.7573964
Technology,660,"[0.3,0.4)",9,0.32944444444444443,0.4444444444444444,264809.0544646667
Technology,660,"[0.4,0.5)",3,0.4283333333333334,0.6666666666666666,112750.16700533331
Technology,660,"[0.7,0.8)",1,0.775,1.0,177944.47075699986
Technology,660,"[0.8,0.9)",2,0.85,1.0,280404.9806955
Technology,660,"[0.9,1.0]",3,0.9923333333333334,1.0,686202.7319403329
Uncategorized,660,"[0.0,0.1)",91,0.007912087912087912,0.01098901098901099,251694.41497570343
Uncategorized,660,"[0.1,0.2)",11,0.14781818181818182,0.2727272727272727,115057.18710190906
Uncategorized,660,"[0.2,0.3)",24,0.2481875,0.4166666666666667,155464.95740587497
Uncategorized,660,"[0.3,0.4)",14,0.3592857142857143,0.07142857142857142,245591.76427364282
Uncategorized,660,"[0.4,0.5)",35,0.4679714285714286,0.4,147114.3093406285
Uncategorized,660,"[0.5,0.6)",370,0.5055945945945945,0.4756756756756757,134702.3573484945
Uncategorized,660,"[0.6,0.7)",13,0.6476923076923077,0.6923076923076923,188024.60349653848
Uncategorized,660,"[0.7,0.8)",9,0.735,0.5555555555555556,602821.9317880023
Uncategorized,660,"[0.8,0.9)",1,0.852,1.0,126705.65711600012
Uncategorized,660,"[0.9,1.0]",29,0.9937241379310345,1.0,217210.84172341376
World,660,"[0.0,0.1)",20,0.010675,0.0,7704858.76491458
World,660,"[0.1,0.2)",3,0.13433333333333333,0.3333333333333333,697156.4776143356
World,660,"[0.3,0.4)",2,0.385,0.5,150111.02382099984
World,660,"[0.4,0.5)",1,0.435,1.0,494969.5141210011
World,660,"[0.5,0.6)",1,0.585,0.0,178312.6496809999
Crypto,720,"[0.0,0.1)",207,0.01194927536231884,0.0,789636.0859068878
Crypto,720,"[0.1,0.2)",14,0.14696428571428571,0.07142857142857142,294711.3235135713
Crypto,720,"[0.2,0.3)",16,0.2496875,0.375,217722.9195641875
Crypto,720,"[0.3,0.4)",16,0.3515,0.25,222606.20178593745
Crypto,720,"[0.4,0.5)",22,0.47659090909090907,0.5454545454545454,322212.3500137274
Crypto,720,"[0.5,0.6)",1449,0.5040234644582471,0.4996549344375431,142169.10900442363
Crypto,720,"[0.6,0.7)",6,0.64625,0.6666666666666666,402325.56164316664
Crypto,720,"[0.7,0.8)",9,0.7537222222222222,0.7777777777777778,425133.3337581112
Crypto,720,"[0.8,0.9)",5,0.8675,0.8,448651.6530774001
Crypto,720,"[0.9,1.0]",62,0.9809193548387097,1.0,603639.9234033717
Culture,720,"[0.0,0.1)",130,0.007861538461538461,0.0,511732.44926850696
Culture,720,"[0.1,0.2)",9,0.1395,0.1111111111111111,881204.499702222
Culture,720,"[0.2,0.3)",6,0.23775,0.3333333333333333,1058348.447050997
Culture,720,"[0.3,0.4)",4,0.359,0.75,938904.9986204993
Culture,720,"[0.4,0.5)",6,0.43816666666666665,0.6666666666666666,666127.6842423313
Culture,720,"[0.5,0.6)",3,0.5536666666666666,1.0,1380681.675759333
Culture,720,"[0.6,0.7)",3,0.6121666666666666,0.3333333333333333,401609.114529333
Culture,720,"[0.9,1.0]",6,0.9805833333333333,1.0,179785.95510366655
Economy,720,"[0.0,0.1)",66,0.0036893939393939394,0.0,4396786.013394473
Economy,720,"[0.1,0.2)",1,0.16,0.0,115256.003502
Economy,720,"[0.2,0.3)",1,0.28,1.0,372727.52406800026
Economy,720,"[0.3,0.4)",1,0.385,1.0,484811.48123300046
Economy,720,"[0.4,0.5)",2,0.41000000000000003,0.5,249084.20745749978
Economy,720,"[0.9,1.0]",7,0.9882857142857143,1.0,685809.1548461441
Politics,720,"[0.0,0.1)",118,0.009190677966101695,0.00847457627118644,2183689.1082866276
Politics,720,"[0.1,0.2)",10,0.13065,0.1,1421199.54654099
Politics,720,"[0.2,0.3)",7,0.2586428571428571,0.2857142857142857,737292.5454598573
Politics,720,"[0.3,0.4)",3,0.36450000000000005,0.3333333333333333,3125263.3123073317
Politics,720,"[0.5,0.6)",3,0.5716666666666667,1.0,869184.5844896698
Politics,720,"[0.6,0.7)",1,0.655,1.0,137119.05110599997
Politics,720,"[0.7,0.8)",1,0.728,1.0,463580.8147129996
Politics,720,"[0.8,0.9)",3,0.8628333333333332,0.6666666666666666,9804716.689799022
Politics,720,"[0.9,1.0]",12,0.9869583333333334,1.0,939645.1602840024
Science,720,"[0.0,0.1)",1,0.0085,0.0,182372.520717
Science,720,"[0.3,0.4)",1,0.3395,0.0,220988.61608399983
Sports,720,"[0.0,0.1)",173,0.011213872832369942,0.005780346820809248,446636.1524140289
Sports,720,"[0.1,0.2)",60,0.15033333333333332,0.2,845362.831641163
Sports,720,"[0.2,0.3)",100,0.2514,0.31,789599.8694631403
Sports,720,"[0.3,0.4)",145,0.35073793103448275,0.3793103448275862,887243.1888304822
Sports,720,"[0.4,0.5)",265,0.45849056603773586,0.49056603773584906,758908.9490053359
Sports,720,"[0.5,0.6)",271,0.5347785977859779,0.5239852398523985,616477.9783301136
Sports,720,"[0.6,0.7)",94,0.6390425531914894,0.6063829787234043,729996.5122425
Sports,720,"[0.7,0.8)",63,0.7428571428571428,0.6984126984126984,833823.5488433171
Sports,720,"[0.8,0.9)",33,0.8472727272727273,0.8181818181818182,761519.1703231524
Sports,720,"[0.9,1.0]",138,0.9914710144927537,1.0,406141.07289556536
Technology,720,"[0.0,0.1)",58,0.010025862068965517,0.034482758620689655,406079.8119410872
Technology,720,"[0.1,0.2)",14,0.14614285714285713,0.21428571428571427,136695.98120650003
Technology,720,"[0.2,0.3)",8,0.2451875,0.625,111554.79535974996
Technology,720,"[0.3,0.4)",8,0.34375,0.5,284514.76549150003
Technology,720,"[0.4,0.5)",3,0.4183333333333334,0.6666666666666666,112750.16700533331
Technology,720,"[0.7,0.8)",1,0.775,1.0,177944.47075699986
Technology,720,"[0.8,0.9)",2,0.845,1.0,280404.9806955
Technology,720,"[0.9,1.0]",3,0.9913333333333334,1.0,686202.7319403329
Uncategorized,720,"[0.0,0.1)",92,0.009184782608695652,0.010869565217391304,250435.2216196849
Uncategorized,720,"[0.1,0.2)",12,0.15925,0.3333333333333333,113809.59640175001
Uncategorized,720,"[0.2,0.3)",19,0.24897368421052632,0.42105263157894735,166962.5037123684
Uncategorized,720,"[0.3,0.4)",17,0.35270588235294115,0.17647058823529413,207213.6441627059
Uncategorized,720,"[0.4,0.5)",31,0.46483870967741936,0.3225806451612903,161026.7201399999
Uncategorized,720,"[0.5,0.6)",342,0.5059210526315789,0.4766081871345029,137877.5771049239
Uncategorized,720,"[0.6,0.7)",12,0.6454166666666666,0.75,119038.80540875
Uncategorized,720,"[0.7,0.8)",8,0.730625,0.5,663333.9241012525
Uncategorized,720,"[0.8,0.9)",1,0.838,1.0,126705.65711600012
Uncategorized,720,"[0.9,1.0]",29,0.9936206896551725,1.0,217210.84172341376
World,720,"[0.0,0.1)",20,0.010100000000000001,0.0,7704858.76491458
World,720,"[0.1,0.2)",3,0.1565,0.3333333333333333,697156.4776143356
World,720,"[0.3,0.4)",1,0.335,0.0,92225.488424
World,720,"[0.4,0.5)",2,0.42000000000000004,1.0,351483.0366695004
World,720,"[0.5,0.6)",1,0.59,0.0,178312.6496809999
Crypto,780,"[0.0,0.1)",204,0.01117156862745098,0.0,797943.8468261361
Crypto,780,"[0.1,0.2)",16,0.13428125,0.125,290838.01643518737
Crypto,780,"[0.2,0.3)",15,0.25,0.3333333333333333,229326.32959280003
Crypto,780,"[0.3,0.4)",19,0.3511315789473684,0.3684210526315789,215492.4300154737
Crypto,780,"[0.4,0.5)",22,0.47795454545454547,0.36363636363636365,309367.41747740906
Crypto,780,"[0.5,0.6)",1342,0.5040387481371088,0.5022354694485842,143387.96758468097
Crypto,780,"[0.6,0.7)",5,0.6492,0.6,370824.6619764002
Crypto,780,"[0.7,0.8)",8,0.76175,0.875,436110.96808212507
Crypto,780,"[0.8,0.9)",6,0.8564999999999999,0.6666666666666666,430095.08742550015
Crypto,780,"[0.9,1.0]",62,0.9808387096774195,1.0,603639.9234033717
Culture,780,"[0.0,0.1)",129,0.0071705426356589155,0.0,512706.945414635
Culture,780,"[0.1,0.2)",10,0.13905,0.1,831686.2943737997
Culture,780,"[0.2,0.3)",6,0.23675000000000002,0.3333333333333333,1058348.447050997
Culture,780,"[0.3,0.4)",5,0.3644,0.6,1021379.7611051977
Culture,780,"[0.4,0.5)",6,0.4498333333333333,0.8333333333333334,501228.8021328328
Culture,780,"[0.5,0.6)",3,0.57,0.6666666666666666,1503610.8872056662
Culture,780,"[0.6,0.7)",2,0.6212500000000001,0.5,237077.09543099988
Culture,780,"[0.9,1.0]",6,0.9832500000000001,1.0,179785.95510366655
Economy,780,"[0.0,0.1)",66,0.004045454545454546,0.0,4396786.013394473
Economy,780,"[0.1,0.2)",1,0.16,0.0,115256.003502
Economy,780,"[0.2,0.3)",1,0.28,1.0,372727.52406800026
Economy,780,"[0.3,0.4)",1,0.395,1.0,484811.48123300046
Economy,780,"[0.4,0.5)",2,0.4425,0.5,249084.20745749978
Economy,780,"[0.9,1.0]",7,0.9909285714285715,1.0,685809.1548461441
Politics,780,"[0.0,0.1)",117,0.00926923076923077,0.008547008547008548,2200262.6497130347
Politics,780,"[0.1,0.2)",10,0.12905,0.1,1366308.23572229
Politics,780,"[0.2,0.3)",7,0.24071428571428571,0.2857142857142857,816697.6561977144
Politics,780,"[0.3,0.4)",3,0.3413333333333333,0.3333333333333333,2361239.4233109993
Politics,780,"[0.4,0.5)",1,0.415,0.0,2529733.761407997
Politics,780,"[0.5,0.6)",3,0.5666666666666667,1.0,869184.5844896698
Politics,780,"[0.6,0.7)",2,0.6890000000000001,1.0,298676.135565
Politics,780,"[0.7,0.8)",1,0.7265,1.0,463580.8147129996
Politics,780,"[0.8,0.9)",1,0.8315,1.0,16595338.399712063
Politics,780,"[0.9,1.0]",13,0.9829615384615386,0.9230769230769231,1818024.6440822333
Science,780,"[0.0,0.1)",1,0.0085,0.0,182372.520717
Science,780,"[0.3,0.4)",1,0.369,0.0,220988.61608399983
Sports,780,"[0.0,0.1)",172,0.010686046511627908,0.005813953488372093,434768.91696640704
Sports,780,"[0.1,0.2)",62,0.1502258064516129,0.1935483870967742,859720.7920054642
Sports,780,"[0.2,0.3)",100,0.25195,0.32,798186.7273916003
Sports,780,"[0.3,0.4)",145,0.35221379310344825,0.3793103448275862,858516.7017025168
Sports,780,"[0.4,0.5)",261,0.45923946360153256,0.4827586206896552,773314.7491113909
Sports,780,"[0.5,0.6)",272,0.5353308823529412,0.5294117647058824,602801.673895922
Sports,780,"[0.6,0.7)",91,0.6391208791208791,0.5934065934065934,786433.784263824
Sports,780,"[0.7,0.8)",67,0.7418656716417911,0.7014925373134329,819344.9011997909
Sports,780,"[0.8,0.9)",33,0.8481818181818181,0.8181818181818182,759397.2356170615
Sports,780,"[0.9,1.0]",137,0.9918102189781023,1.0,408338.7087730294
Technology,780,"[0.0,0.1)",57,0.010412280701754387,0.03508771929824561,410996.7644790888
Technology,780,"[0.1,0.2)",15,0.14736666666666667,0.2,135886.8606490667
Technology,780,"[0.2,0.3)",7,0.2565,0.5714285714285714,291947.7229914285
Technology,780,"[0.3,0.4)",10,0.34700000000000003,0.6,128331.80190010004
Technology,780,"[0.4,0.5)",1,0.465,0.0,88823.99572900003
Technology,780,"[0.5,0.6)",1,0.505,1.0,92285.25658599992
Technology,780,"[0.7,0.8)",1,0.765,1.0,177944.47075699986
Technology,780,"[0.8,0.9)",2,0.845,1.0,280404.9806955
Technology,780,"[0.9,1.0]",3,0.9911666666666666,1.0,686202.7319403329
Uncategorized,780,"[0.0,0.1)",91,0.009324175824175825,0.01098901098901099,251694.41497570343
Uncategorized,780,"[0.1,0.2)",14,0.15457142857142858,0.42857142857142855,129007.24406550005
Uncategorized,780,"[0.2,0.3)",19,0.24986842105263155,0.3684210526315789,153234.10057057888
