horizon_min,volume_bucket,n,mean_abs_isotonic_gap,median_abs_isotonic_gap,mean_signed_isotonic_gap,share_positive_isotonic_gap,decile_volume_min,decile_volume_max
1140,Decile 8,319,0.014718910821687683,0.006818181818181834,-0.0013112775381909367,0.5141065830721003,366742.7834710001,561181.2219559998
1140,Decile 9,320,0.018445100180608142,0.010862068965517335,-0.002076083689183477,0.503125,561334.3602440008,1062565.7399529952
1140,Decile 10 (highest),320,0.01819691314307627,0.010672969966629635,-0.0038468623237987018,0.546875,1068043.630158009,172972056.63332495
1200,Decile 1 (lowest),307,0.012549143999663042,0.004404388714733587,-0.007431398104697632,0.250814332247557,88437.42444700007,101343.18647099998
1200,Decile 2,307,0.00913981052585309,0.004404388714733587,-0.0044794983436792935,0.30944625407166126,101367.85233500002,114915.34974999988
1200,Decile 3,306,0.009135590770129303,0.004404388714733587,-0.0035989302240960193,0.3300653594771242,114916.27953199942,133070.08029499953
1200,Decile 4,307,0.007838637527695487,0.004404388714733587,-0.0026372152659633464,0.30293159609120524,133113.12432399995,158587.871121
1200,Decile 5,306,0.008766677678380241,0.004,-0.002466898025281514,0.4150326797385621,158655.4735619994,195695.21297699987
1200,Decile 6,307,0.009832975035482899,0.004404388714733587,-0.0015590469635359495,0.46579804560260585,195853.75948,260353.89700200027
1200,Decile 7,306,0.01170728969030609,0.004760869565217429,0.00026110305008980307,0.5849673202614379,260892.34275999985,383639.6155919996
1200,Decile 8,307,0.01318043530459182,0.006818181818181834,-0.001807723824050045,0.5276872964169381,384157.2217119999,593886.3446700007
1200,Decile 9,306,0.01431195576406156,0.008181818181818179,0.00011727125186855707,0.5490196078431373,595213.9146920006,1108948.3309959995
1200,Decile 10 (highest),307,0.01661432979055876,0.008181818181818179,-0.0021490884820794627,0.6221498371335505,1115636.4387210016,172972056.63332495
1260,Decile 1 (lowest),291,0.014704655834305474,0.002555012224938924,-0.008281718158871845,0.43986254295532645,88455.09488600004,101996.54394300006
1260,Decile 2,290,0.01147174865421371,0.002555012224938924,-0.003088102791459133,0.4689655172413793,102169.31439299996,116714.41822499994
1260,Decile 3,290,0.010248148606201355,0.002555012224938924,-0.002402279336263686,0.5551724137931034,116732.31321499986,136511.50775899977
1260,Decile 4,290,0.009521325489643271,0.002555012224938924,-0.0010812845428036552,0.5620689655172414,136531.62218199996,165584.37020899958
1260,Decile 5,291,0.011436420137963109,0.002555012224938924,-0.0024870901311887204,0.5773195876288659,165621.25935699994,206281.55210800003
1260,Decile 6,290,0.012869027031354077,0.002555012224938924,-0.0006020324282339575,0.6103448275862069,206416.99289,282754.3544209999
1260,Decile 7,290,0.014153041983590426,0.005852140471612187,0.0005819656473434232,0.5827586206896552,282809.9795739994,407249.9615099989
1260,Decile 8,290,0.015143721827253934,0.009557692307692295,-0.0013101117948483099,0.506896551724138,407849.2160309999,615805.7093489997
1260,Decile 9,290,0.018046579563748957,0.011733003511011822,-0.0008568077411952708,0.5655172413793104,616428.8754710009,1175532.5408279994
1260,Decile 10 (highest),291,0.019179536471593796,0.010384615384615381,-0.0033016062585180406,0.5945017182130584,1178213.1080590042,172972056.63332495
1320,Decile 1 (lowest),274,0.01876869803743996,0.009335260115606925,-0.006925279988193633,0.6058394160583942,88455.09488600004,102950.94269099964
1320,Decile 2,274,0.015596866549154266,0.008504901960784302,-0.00095865902586515,0.6678832116788321,103103.44688299995,118704.9791390002
1320,Decile 3,274,0.015021535611771632,0.007892118863049098,-0.0012763848877360032,0.6861313868613139,118725.99328200004,140878.46647599956
1320,Decile 4,274,0.012822061140943133,0.00433526011560692,0.00011608317332827802,0.6934306569343066,141117.36620899985,174039.306826
1320,Decile 5,274,0.014039960381682695,0.005920605236314193,-0.0005887448074193627,0.6532846715328468,174151.44685899984,217181.03833800013
1320,Decile 6,273,0.015738095322732383,0.00774468085106383,0.0008013367224340855,0.652014652014652,217314.85311600007,298937.6205909996
1320,Decile 7,274,0.01533319958700126,0.00633662613981764,0.002053629236187122,0.6204379562043796,299054.2810999999,431676.77183500014
1320,Decile 8,274,0.017140010879586186,0.010664739884393093,0.0005137323950963795,0.5693430656934306,435044.4148430007,638999.2333170004
1320,Decile 9,274,0.019151408424205412,0.01282608695652171,-0.0005553881440074881,0.551094890510949,639616.7014189996,1245529.4588359972
1320,Decile 10 (highest),274,0.020628492994810742,0.013965517241379344,-0.0026536774595087237,0.583941605839416,1246968.1370780035,172972056.63332495
1380,Decile 1 (lowest),259,0.020185021405355975,0.004350622406639005,-0.010363720109971683,0.4247104247104247,88455.09488600004,103351.68603699988
1380,Decile 2,259,0.013812595200430803,0.004127399650959873,-0.0016479057744368333,0.42857142857142855,103359.90955299992,119961.51766699998
1380,Decile 3,259,0.014600025576660798,0.0025,-0.004029935852008262,0.47876447876447875,119988.39918199983,145835.75235699982
1380,Decile 4,259,0.011806507511153278,0.002,-0.002595798811398201,0.4864864864864865,145894.59369400007,180594.71097299995
1380,Decile 5,259,0.014124803716414969,0.004127399650959873,-0.0012190819340772096,0.5675675675675675,180748.01844099967,226083.7662649997
1380,Decile 6,258,0.013823438499846014,0.004402985074626858,0.0018885642414026439,0.6124031007751938,226482.368874,317132.59333899955
1380,Decile 7,259,0.01629699303393706,0.008000000000000007,0.002877212510971162,0.6447876447876448,317147.45169600216,457209.5027430001
1380,Decile 8,259,0.017643388846492348,0.010476190476190417,0.0013809907513076098,0.5637065637065637,457408.4116930007,678267.2156190004
1380,Decile 9,259,0.01792324273662445,0.011499999999999955,0.0005689304983568643,0.5907335907335908,678920.5652060003,1314839.9299950132
1380,Decile 10 (highest),259,0.020377108088814218,0.014005847953216355,-0.0012303421446965748,0.6254826254826255,1322144.0422320005,172972056.63332495
1440,Decile 1 (lowest),253,0.020156600094411184,0.014830508474576287,-0.006930680306204165,0.5810276679841897,88455.09488600004,103517.3028609999
1440,Decile 2,253,0.016836702137874863,0.014830508474576287,0.0013567767893671436,0.6403162055335968,103580.85665800002,120819.034252
1440,Decile 3,253,0.015966163873449925,0.011666666666666659,-0.00041209573210319644,0.6363636363636364,120966.43701399984,147390.08722399952
1440,Decile 4,253,0.014508440036234943,0.009830508474576283,0.0005254493450383636,0.6482213438735178,147424.56773099993,183660.68329100028
1440,Decile 5,253,0.015790482382346833,0.008367346938775555,-0.0003002745662480986,0.6561264822134387,183719.6051120001,230943.20840799948
1440,Decile 6,253,0.014372878726334722,0.007499999999999951,0.0025739594700958735,0.6363636363636364,231160.31933099983,327061.4162739998
1440,Decile 7,253,0.016107868982032186,0.009902877697841726,0.003544588198402488,0.6600790513833992,327554.0413129995,463580.8147129996
1440,Decile 8,253,0.019096819136750983,0.011666666666666603,-0.0002879980362999978,0.5612648221343873,464669.3145519999,688512.8948520003
1440,Decile 9,253,0.017257209590910205,0.010902877697841727,-0.0005094802285047929,0.5731225296442688,688858.3801080011,1337359.6471750005
1440,Decile 10 (highest),253,0.02031135390433088,0.010169491525423735,-0.0030543160797885647,0.6007905138339921,1341712.0236740003,172972056.63332495
2880,Decile 1 (lowest),221,0.02176540951856568,0.012592592592592593,-0.007881147172338676,0.49321266968325794,88455.09488600004,105116.76103999995
2880,Decile 2,220,0.02115061050546061,0.01090395179868864,-0.0030133698742172378,0.5363636363636364,105157.96925899996,126301.08700899997
2880,Decile 3,220,0.017925774513753476,0.0067682926829268075,-0.0016233880950208728,0.5454545454545454,126705.65711600012,158717.9457750001
2880,Decile 4,220,0.016088199898678136,0.0039031100478468896,-0.004787487239814261,0.55,158918.1569610001,200062.343618
2880,Decile 5,220,0.017064444685422227,0.005719424460431652,0.0008909170259930991,0.5909090909090909,200112.51560799984,266340.3086909999
2880,Decile 6,220,0.017330826897846405,0.006869918699186961,-0.0023687255816664432,0.5454545454545454,266695.9100119999,364755.61965099984
2880,Decile 7,220,0.018909032438924663,0.010715311004784688,-0.004028524681433285,0.5363636363636364,364800.4368820004,502353.3550190001
2880,Decile 8,220,0.022961196836783923,0.017552160953800244,0.0018460425949793746,0.55,503363.2772920002,756234.2924060001
2880,Decile 9,220,0.020819759001054254,0.013130081300813057,-0.001191402714167576,0.5590909090909091,757753.7393700011,1406962.104996007
2880,Decile 10 (highest),221,0.022475361740394707,0.011782178217821793,-0.0017627148893066432,0.5610859728506787,1407483.3874919969,172972056.63332495
