horizon_min,volume_bucket,n_rows,n_price_available,n_staleness_available,mean_staleness_min,median_staleness_min,p90_staleness_min,decile_volume_min,decile_volume_max
1320,Decile 7,3000,233,233,1380.2416309012874,9.433333333333334,7235.183333333333,207390.49136199968,267325.838332
1320,Decile 8,3000,292,292,1160.2515410958904,9.416666666666666,7035.203333333335,267391.98381600075,387725.630436
1320,Decile 9,3000,412,412,837.0624595469255,9.433333333333334,4486.51000000011,387838.113042,711162.203510001
1320,Decile 10 (highest),3000,487,487,534.1010266940452,9.4,39.21333333333333,711337.070103,235065166.637259
1380,Decile 1 (lowest),3000,205,205,499.04227642276425,9.416666666666666,19.406666666666666,88428.8872629999,100493.179272
1380,Decile 2,3000,224,224,725.794568452381,9.4,2497.261666666727,100494.427236,113333.845187
1380,Decile 3,3000,197,197,970.2990693739424,9.4,5775.286666666669,113337.833364,128599.649061
1380,Decile 4,3000,156,156,1150.9646367521368,9.391666666666666,6944.299999999999,128612.266046,146338.090948
1380,Decile 5,3000,200,200,1012.1844166666666,9.433333333333334,6195.369999999999,146342.78853100023,170866.05737899995
1380,Decile 6,3000,218,218,1494.8876146788991,9.466666666666669,7119.286666666666,170884.843911,207390.394031
1380,Decile 7,3000,218,218,1460.9022935779817,9.383333333333333,7202.233333333334,207390.49136199968,267325.838332
1380,Decile 8,3000,283,283,1183.1194935217902,9.416666666666666,7019.330000000001,267391.98381600075,387725.630436
1380,Decile 9,3000,401,401,849.6729842061512,9.433333333333334,4859.016666666666,387838.113042,711162.203510001
1380,Decile 10 (highest),3000,487,487,527.914887063655,9.383333333333333,19.23333333333333,711337.070103,235065166.637259
1440,Decile 1 (lowest),3000,196,196,516.7147959183674,9.333333333333334,44.15,88428.8872629999,100493.179272
1440,Decile 2,3000,215,215,749.2206201550387,9.333333333333334,4975.316666666653,100494.427236,113333.845187
1440,Decile 3,3000,189,189,1003.5141975308642,9.383333333333333,5985.430000000003,113337.833364,128599.649061
1440,Decile 4,3000,151,151,1179.1261589403973,9.333333333333334,6889.45,128612.266046,146338.090948
1440,Decile 5,3000,190,190,1055.4785964912282,9.358333333333334,6337.16333333333,146342.78853100023,170866.05737899995
1440,Decile 6,3000,211,211,1531.4537124802528,9.4,7059.45,170884.843911,207390.394031
1440,Decile 7,3000,213,213,1481.9866197183096,9.35,7147.3166666666675,207390.49136199968,267325.838332
1440,Decile 8,3000,281,281,1180.3015421115065,9.366666666666667,6969.366666666667,267391.98381600075,387725.630436
1440,Decile 9,3000,399,399,845.7982038429407,9.35,5003.089999999988,387838.113042,711162.203510001
1440,Decile 10 (highest),3000,485,485,525.8698281786942,9.316666666666666,19.216666666666665,711337.070103,235065166.637259
2880,Decile 1 (lowest),3000,158,158,491.1898734177215,9.4,91.21166666666939,88428.8872629999,100493.179272
2880,Decile 2,3000,161,161,791.6339544513457,9.433333333333334,5479.35,100494.427236,113333.845187
