horizon_min,volume_bucket,n,mean_abs_isotonic_gap,std_abs_isotonic_gap,mean_signed_isotonic_gap,share_positive_isotonic_gap,decile_volume_min,decile_volume_max,mean_abs_gap_ci95_low,mean_abs_gap_ci95_high,rank_abs_gap_within_horizon,is_lowest_abs_gap_within_horizon,is_highest_abs_gap_within_horizon
480,Decile 3,496,0.007824171108759609,0.01736795320400117,-0.004676498397796083,0.14516129032258066,107639.85415000004,119072.74089699928,0.0062956766331717625,0.009352665584347455,4,False,False
480,Decile 4,496,0.006906050520268481,0.01785374731256257,-0.002976998183244956,0.15725806451612903,119077.92187799978,133388.9271079998,0.005334802957861045,0.008477298082675916,3,False,False
480,Decile 5,496,0.006684220657963338,0.017224358282813285,-0.0027212202232604144,0.14919354838709678,133406.5832409998,151739.89625300004,0.005168363482878327,0.008200077833048347,2,False,False
480,Decile 6,496,0.006049539250652541,0.014235282524815172,-0.003317737062863062,0.16330645161290322,151770.78131000008,178797.785307,0.00479674046417265,0.007302338037132432,1,True,False
480,Decile 7,496,0.009409739932942486,0.01903581797560949,-0.0038746705125110538,0.27419354838709675,178832.62642799993,225789.6410329998,0.007734462352892819,0.011085017512992151,6,False,False
480,Decile 8,496,0.01463971028155784,0.023086802512808306,-0.005203066875775831,0.4012096774193548,225839.51558299983,371604.6787160001,0.012607919333866574,0.016671501229249108,8,False,False
480,Decile 9,496,0.022621399099000853,0.027250503220354064,-0.005371023559273174,0.45564516129032256,371972.8935900005,728266.996192,0.02022317501697694,0.025019623181024766,9,False,False
480,Decile 10 (highest),496,0.02319320423628312,0.026920784945106822,-0.008720972072173473,0.49193548387096775,728990.9041820004,172972056.63332495,0.020823997537959875,0.025562410934606365,10,False,True
540,Decile 1 (lowest),477,0.011537536934378104,0.01942698575613231,-0.0028407526570376593,0.8029350104821803,88436.76449999989,97901.84662799984,0.009794115811111588,0.013280958057644619,7,False,False
540,Decile 2,476,0.009608798469496716,0.016773954176990045,-0.001384597428825882,0.8235294117647058,97951.1842529999,107553.58208099988,0.008101885928336564,0.011115711010656868,5,False,False
540,Decile 3,477,0.00834972144826629,0.014627393360877334,0.000238482557232361,0.8427672955974843,107561.67896599988,119011.94992199968,0.007037026474182002,0.009662416422350578,1,True,False
540,Decile 4,476,0.008580331148710285,0.015669822315643223,0.0010633088181266947,0.865546218487395,119019.94076400014,133435.67547899994,0.007172609897296257,0.009988052400124313,3,False,False
540,Decile 5,477,0.009486883518073143,0.017213837553997798,0.0004277580837569377,0.8427672955974843,133474.2413429998,152639.3325530003,0.007942075261102815,0.011031691775043472,4,False,False
540,Decile 6,476,0.008575060046452723,0.014742297529292214,-8.732394428013452e-05,0.8172268907563025,152770.93363999974,181389.9627229999,0.007250664331643924,0.00989945576126152,2,False,False
540,Decile 7,476,0.011064910939683925,0.018536262074829408,-0.002233216754268181,0.7310924369747899,181446.8560759996,232818.16084500027,0.009399678908401245,0.012730142970966606,6,False,False
540,Decile 8,477,0.01580463459314037,0.022061006335163377,-0.004265017432831274,0.59958071278826,232825.137071,386848.8922920003,0.013824830575777592,0.01778443861050315,8,False,False
540,Decile 9,476,0.02234186915447072,0.026104688516384627,-0.0040669838841563485,0.5,387230.5966719997,757753.7393700011,0.019996716539091502,0.02468702176984994,9,False,False
540,Decile 10 (highest),477,0.024542873432749083,0.027244935095644244,-0.010307021745962739,0.49056603773584906,758169.9312949987,172972056.63332495,0.022097852061753444,0.026987894803744722,10,False,True
600,Decile 1 (lowest),458,0.01072815852034222,0.02274490148280615,-0.005701321785595338,0.6353711790393013,88436.76449999989,97819.92214999984,0.008645071597977694,0.012811245442706747,7,False,False
600,Decile 2,457,0.009587173187079424,0.020173804951170233,-0.004536521681163234,0.6411378555798687,97827.72095399996,107506.71760099976,0.007737539234477633,0.011436807139681215,5,False,False
600,Decile 3,457,0.007744845125788998,0.017009891527986598,-0.0029006478562814972,0.6652078774617067,107552.94388200004,119144.92526099984,0.006185294362985944,0.009304395888592052,4,False,False
600,Decile 4,458,0.00741902953617547,0.018502681502516567,-0.0014042367061352392,0.7510917030567685,119189.6457569999,134506.64061399992,0.005724465420533801,0.009113593651817138,2,False,False
600,Decile 5,457,0.0066336810918016294,0.016149022244436692,-0.0007240016701323453,0.7614879649890591,134536.9539350002,153986.34548600003,0.0051530590714673336,0.008114303112135925,1,True,False
600,Decile 6,457,0.0074536609497830334,0.016504544754982652,-0.0018388349167547545,0.7199124726477024,153993.656454,184741.3646479996,0.005940442871936945,0.008966879027629122,3,False,False
600,Decile 7,458,0.010116831911586306,0.02003983969306249,-0.0038274698250192933,0.6441048034934498,184834.75263000003,240065.83791799948,0.008281487492862108,0.011952176330310505,6,False,False
600,Decile 8,457,0.01488816867267713,0.023053429668639665,-0.004109760627864515,0.5601750547045952,240456.3681529996,402653.2628330002,0.012774516521174598,0.017001820824179663,8,False,False
600,Decile 9,457,0.022137007233662208,0.027690482423960383,-0.004946235449173569,0.5010940919037199,403416.80333800014,788007.4828729996,0.019598207211591542,0.024675807255732873,9,False,False
600,Decile 10 (highest),458,0.02241997914280476,0.02730564052346357,-0.007515458569656263,0.5218340611353712,788232.8774610005,172972056.63332495,0.01991919791391213,0.024920760371697392,10,False,True
