horizon_min,volume_bucket,bin_start,bin_end,bin_mid,n,mean_signed_isotonic_gap,mean_abs_isotonic_gap,decile_volume_min,decile_volume_max
10,Decile 5,0.7,0.7999999999999999,0.75,8,0.0867753623188406,0.0867753623188406,129249.27908200015,144108.27398100015
10,Decile 5,0.8,0.9,0.8500000000000001,4,-0.035882352941176476,0.06338235294117645,129249.27908200015,144108.27398100015
10,Decile 5,0.9,1.0,0.95,13,-0.00826923076923073,0.00826923076923073,129249.27908200015,144108.27398100015
10,Decile 6,0.0,0.1,0.05,53,0.0021643897973066283,0.0024188894060363044,144108.9833449998,163933.04739499989
10,Decile 6,0.1,0.2,0.15000000000000002,4,-0.07511479591836734,0.07511479591836734,144108.9833449998,163933.04739499989
10,Decile 6,0.2,0.30000000000000004,0.25,12,-0.07711003897580251,0.07719507298940796,144108.9833449998,163933.04739499989
10,Decile 6,0.3,0.4,0.35,9,-0.08908214884530674,0.08908214884530674,144108.9833449998,163933.04739499989
10,Decile 6,0.4,0.5,0.45,26,-0.023875440688682317,0.024203741671188904,144108.9833449998,163933.04739499989
10,Decile 6,0.5,0.6,0.55,500,0.0036622963075652244,0.004066406595237559,144108.9833449998,163933.04739499989
10,Decile 6,0.6,0.7,0.6499999999999999,6,0.054686761229314394,0.054686761229314394,144108.9833449998,163933.04739499989
10,Decile 6,0.7,0.7999999999999999,0.75,4,0.09244565217391307,0.09244565217391307,144108.9833449998,163933.04739499989
10,Decile 6,0.8,0.9,0.8500000000000001,1,0.06999999999999995,0.06999999999999995,144108.9833449998,163933.04739499989
10,Decile 6,0.9,1.0,0.95,27,-0.002259259259259208,0.002259259259259208,144108.9833449998,163933.04739499989
10,Decile 7,0.0,0.1,0.05,88,1.126036925033958e-05,0.002985054432330117,164018.97364100002,199565.025801
10,Decile 7,0.1,0.2,0.15000000000000002,8,-0.06073979591836735,0.06073979591836735,164018.97364100002,199565.025801
10,Decile 7,0.2,0.30000000000000004,0.25,13,-0.08151218618441051,0.08151218618441051,164018.97364100002,199565.025801
10,Decile 7,0.3,0.4,0.35,15,-0.08524657798342011,0.08524657798342011,164018.97364100002,199565.025801
10,Decile 7,0.4,0.5,0.45,33,-0.01963570002623778,0.020023692096472843,164018.97364100002,199565.025801
10,Decile 7,0.5,0.6,0.55,445,0.0032435187059576013,0.004328413538235512,164018.97364100002,199565.025801
10,Decile 7,0.6,0.7,0.6499999999999999,12,0.06669868434577038,0.06669868434577038,164018.97364100002,199565.025801
10,Decile 7,0.7,0.7999999999999999,0.75,5,0.08229431438127092,0.08229431438127092,164018.97364100002,199565.025801
10,Decile 7,0.8,0.9,0.8500000000000001,2,0.05249999999999999,0.05249999999999999,164018.97364100002,199565.025801
10,Decile 7,0.9,1.0,0.95,21,-0.0036428571428570957,0.0036428571428570957,164018.97364100002,199565.025801
10,Decile 8,0.0,0.1,0.05,149,0.00033410952603600465,0.0037023292971659328,199565.16298600027,300275.0529909999
10,Decile 8,0.1,0.2,0.15000000000000002,9,-0.07448979591836735,0.07448979591836735,199565.16298600027,300275.0529909999
10,Decile 8,0.2,0.30000000000000004,0.25,19,-0.07996212110420042,0.08006953248980732,199565.16298600027,300275.0529909999
10,Decile 8,0.3,0.4,0.35,30,-0.08353237990080094,0.08353237990080094,199565.16298600027,300275.0529909999
10,Decile 8,0.4,0.5,0.45,59,-0.02454215407231032,0.025120854109271087,199565.16298600027,300275.0529909999
10,Decile 8,0.5,0.6,0.55,282,0.00410189940667911,0.006104571690835224,199565.16298600027,300275.0529909999
10,Decile 8,0.6,0.7,0.6499999999999999,25,0.05840487203206903,0.05840487203206903,199565.16298600027,300275.0529909999
10,Decile 8,0.7,0.7999999999999999,0.75,12,0.08169453734671128,0.08169453734671128,199565.16298600027,300275.0529909999
10,Decile 8,0.8,0.9,0.8500000000000001,10,0.005264705882352927,0.05673529411764704,199565.16298600027,300275.0529909999
10,Decile 8,0.9,1.0,0.95,48,-0.005447916666666619,0.005447916666666619,199565.16298600027,300275.0529909999
10,Decile 9,0.0,0.1,0.05,180,0.0025403228316416174,0.0028423769866369494,300653.0830789996,621381.3452940036
10,Decile 9,0.1,0.2,0.15000000000000002,15,-0.07262312925170068,0.07262312925170068,300653.0830789996,621381.3452940036
10,Decile 9,0.2,0.30000000000000004,0.25,30,-0.06286596293689889,0.0630020173586676,300653.0830789996,621381.3452940036
10,Decile 9,0.3,0.4,0.35,43,-0.0802572170791265,0.0802572170791265,300653.0830789996,621381.3452940036
10,Decile 9,0.4,0.5,0.45,98,-0.02126919603101329,0.0219659981163334,300653.0830789996,621381.3452940036
10,Decile 9,0.5,0.6,0.55,129,0.007609791604226415,0.011269749853302315,300653.0830789996,621381.3452940036
10,Decile 9,0.6,0.7,0.6499999999999999,36,0.06536137664028505,0.06536137664028505,300653.0830789996,621381.3452940036
10,Decile 9,0.7,0.7999999999999999,0.75,21,0.09833755375059727,0.09833755375059727,300653.0830789996,621381.3452940036
10,Decile 9,0.8,0.9,0.8500000000000001,12,0.012357843137254881,0.054808823529411736,300653.0830789996,621381.3452940036
