category,horizon_min,n,n_unique_markets,raw_predicted_mean,calibrated_predicted_mean,observed_yes_rate,raw_mae,raw_brier,calibrated_mae,calibrated_brier,mean_signed_isotonic_gap,mean_abs_isotonic_gap,share_positive_isotonic_gap,mean_volume
Economy,480,89,89,0.16665168539325842,0.16853932584269662,0.16853932584269662,0.09787640449438201,0.05144262921348315,0.0898876404494382,0.0449438202247191,-0.001887640449438194,0.015741573033707865,0.8539325842696629,3359638.341085194
World,480,27,27,0.08127777777777778,0.1111111111111111,0.1111111111111111,0.12683333333333333,0.07575025,0.10493827160493828,0.05246913580246914,-0.02983333333333333,0.04864814814814814,0.7777777777777778,5820820.331206615
Science,480,2,2,0.09875,0.0,0.0,0.09875,0.018169625000000002,0.0,0.0,0.09875,0.09875,1.0,201680.56840049993
Crypto,540,2184,2184,0.46757211538461535,0.4684065934065934,0.4684065934065934,0.43563209706959705,0.21711606101190475,0.43257807905968365,0.21628903952984183,-0.0008344780219779985,0.005227902113841631,0.7257326007326007,222057.10567284367
Sports,540,1378,1378,0.46870319303338176,0.47677793904209,0.47677793904209,0.3575732946298984,0.18319452285921628,0.35889932102706273,0.1794496605135314,-0.008074746008708274,0.02894385538649434,0.386066763425254,667909.1958575178
Uncategorized,540,662,662,0.4423791540785499,0.4214501510574018,0.4214501510574018,0.40111480362537755,0.2022186487915408,0.39603622358880863,0.19801811179440434,0.020929003021148043,0.03100369251426653,0.8942598187311178,164442.14591597728
Culture,540,168,168,0.10564880952380952,0.11904761904761904,0.11904761904761904,0.07829166666666666,0.03831483928571428,0.05796703296703296,0.02898351648351648,-0.013398809523809521,0.03359523809523809,0.8214285714285714,566153.1262832076
Politics,540,158,158,0.14311075949367089,0.1518987341772152,0.1518987341772152,0.07071202531645569,0.03419308386075949,0.05272754671488848,0.026363773357444248,-0.008787974683544305,0.022894966847498498,0.7468354430379747,2090647.4279143417
Technology,540,97,97,0.14694329896907216,0.2268041237113402,0.2268041237113402,0.18320103092783505,0.11367370360824741,0.18428169768375957,0.09214084884187979,-0.07986082474226805,0.08074929709465792,0.36082474226804123,327531.3654151449
Economy,540,89,89,0.16597191011235954,0.16853932584269662,0.16853932584269662,0.09864606741573033,0.05218849157303371,0.08364544319600499,0.041822721598002495,-0.002567415730337069,0.019257802746566792,0.8539325842696629,3359638.341085194
World,540,27,27,0.0869259259259259,0.1111111111111111,0.1111111111111111,0.1272962962962963,0.07326712962962963,0.10493827160493828,0.05246913580246914,-0.02418518518518518,0.04692592592592592,0.7777777777777778,5820820.331206615
Science,540,2,2,0.09025,0.0,0.0,0.09025,0.014992624999999999,0.0,0.0,0.09025,0.09025,1.0,201680.56840049993
Crypto,600,2049,2049,0.46571620302586625,0.4675451439726696,0.4675451439726696,0.4320695461200586,0.21558909358223521,0.42952985107883396,0.214764925539417,-0.0018289409468032975,0.006940721969448552,0.27037579306979015,227030.77078874016
Sports,600,1361,1361,0.4682825128581925,0.4761204996326231,0.4761204996326231,0.3554338721528288,0.18156424889786923,0.3554904721842474,0.1777452360921237,-0.007837986774430563,0.029800745729259417,0.42836149889786923,671018.8760968484
Uncategorized,600,624,624,0.4405440705128205,0.42467948717948717,0.42467948717948717,0.39710336538461544,0.20069754927884617,0.39024178557760647,0.19512089278880324,0.015864583333333345,0.027500267094017098,0.8878205128205128,166353.39525387497
Culture,600,167,167,0.10481437125748504,0.11976047904191617,0.11976047904191617,0.08137724550898204,0.03872974251497006,0.05806568680820178,0.02903284340410089,-0.01494610778443114,0.042784431137724545,0.8263473053892215,568767.208299137
Politics,600,158,158,0.14305696202531645,0.1518987341772152,0.1518987341772152,0.07013291139240503,0.033962604430379746,0.05256680731364276,0.026283403656821382,-0.008841772151898733,0.025048523206751053,0.7531645569620253,2090647.4279143417
Technology,600,97,97,0.14485567010309278,0.22680412371134023,0.2268041237113402,0.17961855670103094,0.1111248969072165,0.1729995090819833,0.08649975454099165,-0.08194845360824744,0.08341875306823761,0.38144329896907214,327531.3654151449
Economy,600,89,89,0.16341011235955055,0.16853932584269662,0.16853932584269662,0.0969269662921348,0.050629879213483144,0.07677902621722846,0.03838951310861423,-0.0051292134831460645,0.025541198501872663,0.8426966292134831,3359638.341085194
World,600,27,27,0.08703703703703702,0.1111111111111111,0.1111111111111111,0.12925925925925927,0.07472516666666668,0.10493827160493828,0.05246913580246914,-0.02407407407407407,0.048074074074074075,0.7777777777777778,5820820.331206615
Science,600,2,2,0.153,0.0,0.0,0.153,0.044579249999999994,0.0,0.0,0.153,0.153,1.0,201680.56840049993
Crypto,660,1925,1925,0.4628106493506493,0.4623376623376622,0.4623376623376623,0.4274568831168831,0.2131629744155844,0.4242451075423751,0.21212255377118755,0.0004729870129870099,0.006579246834222075,0.7740259740259741,233120.66991273852
Sports,660,1347,1347,0.4665308092056422,0.4758723088344469,0.4758723088344469,0.35359317000742385,0.18020368114328136,0.35358928817293706,0.17679464408646853,-0.009341499628804753,0.027009058606548852,0.42242019302152933,673879.6116024837
Uncategorized,660,597,597,0.438000837520938,0.41708542713567837,0.41708542713567837,0.39272613065326634,0.19860783207705193,0.38681653355020185,0.19340826677510092,0.020915410385259636,0.03021421208607139,0.88107202680067,168548.86908373365
Culture,660,167,167,0.10410179640718562,0.11976047904191617,0.11976047904191617,0.08044910179640717,0.037764943113772466,0.0509647371922821,0.02548236859614105,-0.01565868263473054,0.04673053892215569,0.8383233532934131,568767.208299137
Politics,660,158,158,0.14131962025316458,0.1518987341772152,0.1518987341772152,0.07185126582278481,0.034810087025316454,0.052843078159533846,0.026421539079766923,-0.010579113924050627,0.02633137432188065,0.7721518987341772,2090647.4279143417
Technology,660,97,97,0.14628350515463917,0.22680412371134023,0.2268041237113402,0.17969587628865977,0.10897880154639177,0.16040179751519956,0.08020089875759981,-0.08052061855670103,0.08516455194290246,0.44329896907216493,327531.3654151449
Economy,660,83,83,0.14029518072289154,0.12048192771084337,0.12048192771084337,0.06849999999999996,0.03580274397590361,0.05060240963855422,0.025301204819277105,0.019813253012048195,0.021993975903614453,0.9036144578313253,3584948.117262496
World,660,27,27,0.08912962962962963,0.1111111111111111,0.1111111111111111,0.12987037037037036,0.07372502777777777,0.10493827160493828,0.05246913580246914,-0.021981481481481484,0.047055555555555545,0.7777777777777778,5820820.331206615
Science,660,2,2,0.13625,0.0,0.0,0.13625,0.035012125,0.0,0.0,0.13625,0.13625,1.0,201680.56840049993
Crypto,720,1806,1806,0.4600113510520487,0.45625692137320045,0.45625692137320045,0.42264147286821707,0.21051946220930232,0.4187075675480205,0.20935378377401023,0.0037544296788482793,0.008360572765138415,0.9335548172757475,240103.37308488792
Sports,720,1342,1342,0.4657488822652758,0.47466467958271236,0.47466467958271236,0.3526900149031297,0.17924237891207154,0.35221141256291594,0.17610570628145797,-0.008915797317436665,0.026487068081398543,0.36736214605067063,675189.7418888834
Uncategorized,720,563,563,0.43367761989342807,0.41207815275310833,0.41207815275310833,0.38690142095914737,0.1958340581705151,0.37913978808331794,0.18956989404165894,0.0215994671403197,0.03199102917196378,0.8650088809946714,171239.06196477264
Culture,720,167,167,0.10269461077844311,0.11976047904191617,0.11976047904191617,0.08217365269461076,0.039781733532934134,0.05213931112134705,0.026069655560673526,-0.017065868263473057,0.0429940119760479,0.8562874251497006,568767.208299137
Politics,720,158,158,0.14446202531645572,0.1518987341772152,0.1518987341772152,0.07306329113924048,0.03583840189873417,0.058544303797468354,0.029272151898734177,-0.0074367088607594925,0.021139240506329114,0.740506329113924,2090647.4279143417
Technology,720,97,97,0.1446701030927835,0.22680412371134023,0.2268041237113402,0.1794639175257732,0.10979676288659795,0.17045913960710807,0.08522956980355403,-0.08213402061855671,0.08309653233364575,0.35051546391752575,327531.3654151449
Economy,720,78,78,0.11290384615384617,0.1282051282051282,0.1282051282051282,0.036032051282051274,0.01839528525641025,0.017094017094017096,0.008547008547008548,-0.015301282051282051,0.02564743589743589,0.8589743589743589,3800762.8768163607
World,720,27,27,0.09024074074074075,0.1111111111111111,0.1111111111111111,0.12727777777777777,0.0701913611111111,0.09876543209876544,0.04938271604938272,-0.020870370370370362,0.045549382716049386,0.8148148148148148,5820820.331206615
Science,720,2,2,0.17400000000000002,0.0,0.0,0.17400000000000002,0.05766625000000001,0.0,0.0,0.17400000000000002,0.17400000000000002,1.0,201680.56840049993
