horizon_min,volume_bucket,n,mae,mean_staleness_min,median_staleness_min,p90_staleness_min,mean_volatility_std,mean_volatility_range,mean_horizon_count_used,decile_volume_min,decile_volume_max
960,Decile 8,366,0.2533401639344262,1096.0108378870675,9.4,7229.133333333333,0.0212334195022724,0.07682786885245901,26.579234972677597,311633.0053329989,498804.63764299935
960,Decile 9,367,0.30930381471389645,744.1565849227975,9.4,27.23333333333401,0.025673462170702963,0.09649863760217983,26.673024523160763,499514.7620470004,964000.3358499992
960,Decile 10 (highest),367,0.27197683923705723,453.9970027247956,9.4,19.25,0.013816897315328714,0.05282425068119891,26.732970027247955,965800.9519230044,172972056.63332495
1020,Decile 1 (lowest),353,0.384643059490085,310.88786591123704,9.383333333333333,9.663333333333334,0.014996443760404682,0.054839943342776205,24.3314447592068,88437.42444700007,99943.22813499992
1020,Decile 2,353,0.3833781869688386,402.7195467422096,9.383333333333333,9.613333333333333,0.011670159958897164,0.043249291784702555,24.390934844192635,99978.315203,111450.5453949999
1020,Decile 3,353,0.36828470254957507,655.6016997167138,9.366666666666667,9.77,0.009647310847617888,0.03575070821529745,24.6685552407932,111472.701119,127743.1595229999
1020,Decile 4,353,0.3707917847025496,562.7683191690274,9.383333333333333,9.870000000000003,0.009281576486575563,0.03472662889518414,24.26345609065156,127758.48390799983,148390.46444100002
1020,Decile 5,353,0.3589461756373938,733.3779508970727,9.4,3095.1633333333452,0.005999012711851466,0.022522662889518413,24.665722379603398,148436.62700899993,177827.79291299998
1020,Decile 6,352,0.3132414772727273,1086.0216382575757,9.416666666666666,6936.220000000004,0.01300359181180747,0.04813210227272727,25.329545454545453,177944.47075699986,222386.4090579994
1020,Decile 7,353,0.25424079320113313,1220.2408404154862,9.383333333333333,7431.203333333334,0.01584577229102914,0.05784985835694051,26.21246458923513,222508.44198099984,330222.0496070012
1020,Decile 8,353,0.255828611898017,1091.7573182247402,9.416666666666666,7223.0733333333355,0.022922132978639893,0.08319405099150141,26.665722379603398,330416.66942199995,518960.1745109992
1020,Decile 9,353,0.3100339943342776,701.491312559018,9.416666666666666,19.35,0.024652865354782404,0.09229036827195469,26.71954674220963,519329.3567269989,997433.0805379984
1020,Decile 10 (highest),353,0.2676628895184136,466.96539187913123,9.383333333333333,9.696666666666667,0.014051116104440764,0.05382011331444759,26.773371104815865,998161.4390240014,172972056.63332495
1080,Decile 1 (lowest),337,0.3783916913946588,321.99619188921855,9.266666666666667,9.583333333333334,0.015507136365314596,0.05673887240356084,24.72106824925816,88437.42444700007,100161.78948299968
1080,Decile 2,337,0.3705845697329377,460.3486646884273,9.3,9.6,0.0122289235684304,0.04581750741839763,24.910979228486646,100206.96534400004,112238.82662699986
1080,Decile 3,336,0.35854166666666665,686.4457341269841,9.3,9.625,0.011178023841771106,0.0412172619047619,25.101190476190474,112273.44149799996,129057.17516899983
1080,Decile 4,337,0.3622195845697329,659.7006429277943,9.316666666666666,9.666666666666666,0.008765058817617617,0.03318545994065282,24.69139465875371,129060.75416600004,150643.036268
1080,Decile 5,337,0.3465459940652819,722.7347181008902,9.316666666666666,2607.2900000000363,0.00867268295291365,0.034087537091988133,25.166172106824927,150735.5276070001,183719.6051120001
1080,Decile 6,336,0.29725892857142855,1152.4323412698413,9.366666666666667,7089.3,0.013044743193078375,0.046355654761904765,25.830357142857142,183987.38585500003,231160.31933099983
1080,Decile 7,337,0.24682492581602372,1349.4063303659743,9.333333333333334,7459.243333333333,0.01666873661881365,0.061045994065281904,26.362017804154302,231228.13400699996,346798.0123010005
1080,Decile 8,336,0.2616889880952381,945.0671626984126,9.325,6314.383333333333,0.02431007245079801,0.08864880952380953,26.74404761904762,347983.972948001,545378.3413849986
1080,Decile 9,337,0.30194510385756673,749.7200296735905,9.316666666666666,19.223333333333336,0.02354705615464237,0.08800000000000001,26.759643916913948,545638.9248109999,1024695.3629609996
1080,Decile 10 (highest),337,0.2659480712166172,462.7070722057369,9.316666666666666,9.616666666666667,0.013897418013314851,0.05331157270029674,26.816023738872403,1030968.813819998,172972056.63332495
1140,Decile 1 (lowest),320,0.372184375,335.6121875,9.333333333333334,9.585,0.014026719773281533,0.052460937500000006,25.1875,88437.42444700007,100730.08730199993
1140,Decile 2,320,0.35674375,528.0515625,9.35,9.616666666666667,0.012879499467820948,0.048665625000000004,25.384375,100753.11863600004,113451.87655099992
1140,Decile 3,319,0.3525141065830721,716.023197492163,9.35,19.87,0.00888227738152876,0.033520376175548594,25.41692789968652,113511.0017309999,131011.21932400035
1140,Decile 4,320,0.35375,724.5205729166667,9.35,19.85166666666667,0.008042421377240119,0.0314484375,25.215625,131020.69783299998,154464.6183749999
1140,Decile 5,320,0.32439375,822.1169270833334,9.35,4907.100000000019,0.01094895285602512,0.042225,25.7875,154590.0351569999,190674.65019799996
1140,Decile 6,319,0.2712398119122257,1302.0442528735632,9.383333333333333,7325.213333333333,0.012856763530656578,0.047189655172413796,26.05015673981191,190683.47421399923,245128.58646799976
1140,Decile 7,320,0.24881875,1306.5533333333333,9.366666666666667,7399.203333333334,0.016150318386235495,0.057403125,26.646875,245519.6794720014,366418.3787380036
1140,Decile 8,319,0.2677774294670846,918.1073667711598,9.35,6161.403333333331,0.024968651503503286,0.09039968652037618,26.752351097178682,366742.7834710001,561181.2219559998
1140,Decile 9,320,0.29666249999999994,772.1380208333333,9.35,30.84333333333582,0.02294777920729422,0.0866140625,26.790625,561334.3602440008,1062565.7399529952
1140,Decile 10 (highest),320,0.2653734375,414.1634895833334,9.35,9.633333333333333,0.01411898935934292,0.0543921875,26.90625,1068043.630158009,172972056.63332495
1200,Decile 1 (lowest),307,0.35778664495114004,393.31661237785016,9.333333333333334,9.590000000000002,0.014020706305182004,0.052708469055374595,25.60586319218241,88437.42444700007,101343.18647099998
1200,Decile 2,307,0.3503371335504886,569.0709554831705,9.35,9.616666666666667,0.011729474005042307,0.04509771986970684,25.81758957654723,101367.85233500002,114915.34974999988
1200,Decile 3,306,0.3469362745098039,810.0365468409585,9.366666666666667,9.875,0.008680138758924042,0.03269607843137255,25.568627450980394,114916.27953199942,133070.08029499953
1200,Decile 4,307,0.3334885993485342,739.7264929424538,9.383333333333333,3249.1333333333437,0.008614960324504317,0.03401302931596091,25.570032573289904,133113.12432399995,158587.871121
1200,Decile 5,306,0.30717810457516337,1064.3704248366012,9.383333333333333,6459.275,0.011240047210059983,0.042565359477124184,26.15686274509804,158655.4735619994,195695.21297699987
1200,Decile 6,307,0.2621482084690554,1313.264006514658,9.35,7271.226666666667,0.013934188282589289,0.05065798045602606,26.27687296416938,195853.75948,260353.89700200027
1200,Decile 7,306,0.2519640522875817,1207.322440087146,9.366666666666667,7214.291666666666,0.01644274092288641,0.05908986928104576,26.76143790849673,260892.34275999985,383639.6155919996
1200,Decile 8,307,0.2607296416938111,823.8660152008687,9.366666666666667,2991.3933333334435,0.0263742593706965,0.09653745928338762,26.791530944625407,384157.2217119999,593886.3446700007
1200,Decile 9,306,0.2987712418300653,750.9364923747277,9.341666666666667,9.791666666666666,0.022489581345622237,0.08416339869281046,26.81045751633987,595213.9146920006,1108948.3309959995
1200,Decile 10 (highest),307,0.26558794788273615,427.00694896851246,9.283333333333331,9.606666666666667,0.014472100611911716,0.05560749185667752,26.921824104234528,1115636.4387210016,172972056.63332495
1260,Decile 1 (lowest),291,0.3412233676975945,457.6863688430699,9.4,19.216666666666665,0.01505027449313479,0.056269759450171826,26.0893470790378,88455.09488600004,101996.54394300006
1260,Decile 2,290,0.3290172413793103,637.6759195402299,9.383333333333333,19.23333333333333,0.013111670877163294,0.050339655172413796,26.162068965517243,102169.31439299996,116714.41822499994
1260,Decile 3,290,0.3353137931034483,863.7064942528735,9.4,3831.148333333336,0.009837468407891492,0.03822241379310345,25.96896551724138,116732.31321499986,136511.50775899977
1260,Decile 4,290,0.3129637931034483,887.113908045977,9.4,5835.140000000001,0.007965966243374534,0.031617241379310344,26.117241379310343,136531.62218199996,165584.37020899958
1260,Decile 5,291,0.2820910652920962,1238.3800114547537,9.416666666666666,6879.366666666667,0.013974871583660606,0.05021649484536083,26.3573883161512,165621.25935699994,206281.55210800003
1260,Decile 6,290,0.24558620689655172,1293.1349425287356,9.4,7281.475,0.015118187470365843,0.05700862068965517,26.541379310344826,206416.99289,282754.3544209999
1260,Decile 7,290,0.25352068965517244,1032.851264367816,9.4,6686.368333333337,0.015993991474113414,0.057363793103448274,26.820689655172412,282809.9795739994,407249.9615099989
1260,Decile 8,290,0.2772051724137931,893.1778735632184,9.416666666666666,6020.393333333338,0.02607189006618547,0.09555862068965518,26.78965517241379,407849.2160309999,615805.7093489997
1260,Decile 9,290,0.29150862068965516,776.3124137931035,9.366666666666667,44.31166666667235,0.022711690599644358,0.0859344827586207,26.868965517241378,616428.8754710009,1175532.5408279994
1260,Decile 10 (highest),291,0.2620979381443299,398.42147766323023,9.366666666666667,19.183333333333334,0.014540154622250594,0.05520274914089347,26.938144329896907,1178213.1080590042,172972056.63332495
1320,Decile 1 (lowest),274,0.3113375912408759,535.7883211678832,9.416666666666666,39.29,0.016529577057676836,0.06175,26.50729927007299,88455.09488600004,102950.94269099964
1320,Decile 2,274,0.32944160583941606,633.8653892944039,9.4,39.24,0.013513895084521783,0.051910583941605845,26.43065693430657,103103.44688299995,118704.9791390002
1320,Decile 3,274,0.3073083941605839,999.1019464720196,9.416666666666666,6781.415000000001,0.011924069582067346,0.0461058394160584,26.401459854014597,118725.99328200004,140878.46647599956
1320,Decile 4,274,0.28802919708029195,1036.4382603406325,9.433333333333334,6351.190000000003,0.009214142520117577,0.035470802919708035,26.496350364963504,141117.36620899985,174039.306826
1320,Decile 5,274,0.2635565693430657,1328.1431265206813,9.433333333333334,6959.183333333333,0.013582474904226729,0.050585766423357666,26.56934306569343,174151.44685899984,217181.03833800013
1320,Decile 6,273,0.23583699633699634,1229.8507936507935,9.416666666666666,7219.333333333333,0.017181406856961828,0.0624010989010989,26.76923076923077,217314.85311600007,298937.6205909996
1320,Decile 7,274,0.24072262773722627,1117.3106447688563,9.433333333333334,6905.093333333337,0.016238195222038582,0.0592007299270073,26.83941605839416,299054.2810999999,431676.77183500014
1320,Decile 8,274,0.2842901459854015,902.2663625304136,9.416666666666666,6125.443333333335,0.028091312296969997,0.10509124087591241,26.857664233576642,435044.4148430007,638999.2333170004
1320,Decile 9,274,0.2905711678832117,787.8134428223844,9.416666666666666,39.35,0.020969771087316753,0.07799635036496351,26.901459854014597,639616.7014189996,1245529.4588359972
